#separator:tab
#html:true
～か<ruby><rb>月</rb><rt>げつ</rt></ruby>	"～か<ruby><rb>月</rb><rt>げつ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

～かげつ<br>
<span style=""color:turquoise"">(<strong>ctr</strong>) period of months</span>

<hr>

2か<ruby><rb>月</rb><rt>げつ</rt></ruby><ruby><rb>前</rb><rt>まえ</rt></ruby>に<ruby><rb>日本</rb><rt>にほん</rt></ruby>に<ruby><rb>来</rb><rt>き</rt></ruby>ました。<br>
I came to Japan 2 months ago.


<br><br>

Note: also written as ～ヵ月、～ヶ月、～カ月、～ケ月
"
<ruby><rb>見</rb><rt>み</rt></ruby>せる	"<ruby><rb>見</rb><rt>み</rt></ruby>せる

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

みせる<br>
<span style=""color:turquoise"">(<strong>v1,vt</strong>) to show; to display</span>

<hr>

レポートを<ruby><rb>印刷</rb><rt>いんさつ</rt></ruby>する<ruby><rb>前</rb><rt>まえ</rt></ruby>に<ruby><rb>見</rb><rt>み</rt></ruby>せてね。<br>
Show me the report before you print it.

"
<ruby><rb>見</rb><rt>み</rt></ruby>る	"<ruby><rb>見</rb><rt>み</rt></ruby>る

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

みる<br>
<span style=""color:turquoise"">(<strong>v1,vt</strong>) to see; to look</span>

<hr>

<ruby><rb>映画</rb><rt>えいが</rt></ruby>を<ruby><rb>見</rb><rt>み</rt></ruby>てからショッピングしよう。<br>
Let's go shopping after we see the movie.

"
<ruby><rb>覚</rb><rt>おぼ</rt></ruby>える	"<ruby><rb>覚</rb><rt>おぼ</rt></ruby>える

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

おぼえる<br>
<span style=""color:turquoise"">(<strong>v1,vt</strong>) to memorize; to remember</span>

<hr>

<ruby><rb>皆</rb><rt>みな</rt></ruby>の<ruby><rb>名前</rb><rt>なまえ</rt></ruby>をまだ<ruby><rb>全部</rb><rt>ぜんぶ</rt></ruby><ruby><rb>覚</rb><rt>おぼ</rt></ruby>えていません。<br>
I still do not remember everyone's names.

"
<ruby><rb>角</rb><rt>かど</rt></ruby>	"<ruby><rb>角</rb><rt>かど</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

かど<br>
<span style=""color:turquoise"">(<strong>n</strong>) corner</span>

<hr>

<ruby><rb>彼</rb><rt>かれ</rt></ruby>はその<ruby><rb>角</rb><rt>かど</rt></ruby>を<ruby><rb>曲</rb><rt>ま</rt></ruby>がった。<br>
He turned that corner.

"
<ruby><rb>言</rb><rt>い</rt></ruby>う	"<ruby><rb>言</rb><rt>い</rt></ruby>う

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

いう<br>
<span style=""color:turquoise"">(<strong>v5u</strong>) to say; to utter</span>

<hr>

<ruby><rb>誰</rb><rt>だれ</rt></ruby>にも<ruby><rb>言</rb><rt>い</rt></ruby>わないで。<br>
Don't tell anyone.

"
<ruby><rb>言葉</rb><rt>ことば</rt></ruby>	"<ruby><rb>言葉</rb><rt>ことば</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ことば<br>
<span style=""color:turquoise"">(<strong>n</strong>) word; phrase</span>

<hr>

<ruby><rb>難</rb><rt>むずか</rt></ruby>しい<ruby><rb>言葉</rb><rt>ことば</rt></ruby>です。<br>
It is a difficult word.

"
つまらない	"つまらない

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

つまらない<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) dull; uninteresting; boring</span>

<hr>

このビデオはつまらないよ。<br>
This video is boring.

"
<ruby><rb>話</rb><rt>はなし</rt></ruby>	"<ruby><rb>話</rb><rt>はなし</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

はなし<br>
<span style=""color:turquoise"">(<strong>n</strong>) story; conversation</span>

<hr>

<ruby><rb>知</rb><rt>し</rt></ruby>らない<ruby><rb>人</rb><rt>ひと</rt></ruby>とお<ruby><rb>金</rb><rt>かね</rt></ruby>の<ruby><rb>話</rb><rt>はなし</rt></ruby>をしない。<br>
Do no talk to strangers about money.

"
<ruby><rb>話</rb><rt>はな</rt></ruby>す	"<ruby><rb>話</rb><rt>はな</rt></ruby>す

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

はなす<br>
<span style=""color:turquoise"">(<strong>v5s,vt</strong>) to talk; to speak; to converse</span>

<hr>

あの<ruby><rb>人</rb><rt>ひと</rt></ruby>と<ruby><rb>話</rb><rt>はな</rt></ruby>したことないです。<br>
I have never spoken with that person.

"
<ruby><rb>誕生</rb><rt>たんじょう</rt></ruby><ruby><rb>日</rb><rt>び</rt></ruby>	"<ruby><rb>誕生</rb><rt>たんじょう</rt></ruby><ruby><rb>日</rb><rt>び</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

たんじょうび<br>
<span style=""color:turquoise"">(<strong>n</strong>) birthday</span>

<hr>

<ruby><rb>誕生日</rb><rt>たんじょうび</rt></ruby>はいつですか。<br>
When is your birthday?

"
<ruby><rb>読</rb><rt>よ</rt></ruby>む	"<ruby><rb>読</rb><rt>よ</rt></ruby>む

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

よむ<br>
<span style=""color:turquoise"">(<strong>v5m,vt</strong>) to read</span>

<hr>

<ruby><rb>去年</rb><rt>きょねん</rt></ruby><ruby><rb>本</rb><rt>ほん</rt></ruby>を50<ruby><rb>冊</rb><rt>さつ</rt></ruby><ruby><rb>以上</rb><rt>いじょう</rt></ruby><ruby><rb>読</rb><rt>よ</rt></ruby>みました。<br>
I read over 50 books last year.

"
<ruby><rb>誰</rb><rt>だれ</rt></ruby>	"<ruby><rb>誰</rb><rt>だれ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

だれ<br>
<span style=""color:turquoise"">(<strong>pn,adj-no</strong>) who</span>

<hr>

あの<ruby><rb>人</rb><rt>ひと</rt></ruby>は<ruby><rb>誰</rb><rt>だれ</rt></ruby>ですか？<br>
Who is that person?

"
<ruby><rb>誰</rb><rt>だれ</rt></ruby>か	"<ruby><rb>誰</rb><rt>だれ</rt></ruby>か

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

だれか<br>
<span style=""color:turquoise"">(<strong>pn</strong>) someone</span>

<hr>

<ruby><rb>誰</rb><rt>だれ</rt></ruby>かがエアコンをつけた。<br>
Someone turned on the air conditioner.

"
<ruby><rb>警官</rb><rt>けいかん</rt></ruby>	"<ruby><rb>警官</rb><rt>けいかん</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

けいかん<br>
<span style=""color:turquoise"">(<strong>n</strong>) police officer</span>

<hr>

ジョンは<ruby><rb>警官</rb><rt>けいかん</rt></ruby>になった。<br>
John became a policeman.

"
<ruby><rb>豚肉</rb><rt>ぶたにく</rt></ruby>	"<ruby><rb>豚肉</rb><rt>ぶたにく</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ぶたにく<br>
<span style=""color:turquoise"">(<strong>n</strong>) pork</span>

<hr>

このデパートで<ruby><rb>豚肉</rb><rt>ぶたにく</rt></ruby>が<ruby><rb>高</rb><rt>たか</rt></ruby>いです。<br>
The pork at this department store is expensive.

"
<ruby><rb>財布</rb><rt>さいふ</rt></ruby>	"<ruby><rb>財布</rb><rt>さいふ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

さいふ<br>
<span style=""color:turquoise"">(<strong>n</strong>) purse; wallet</span>

<hr>

<ruby><rb>財布</rb><rt>さいふ</rt></ruby>をなくした。<br>
I lost my wallet.

"
<ruby><rb>買</rb><rt>か</rt></ruby>い<ruby><rb>物</rb><rt>もの</rt></ruby>	"<ruby><rb>買</rb><rt>か</rt></ruby>い<ruby><rb>物</rb><rt>もの</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

かいもの<br>
<span style=""color:turquoise"">(<strong>n,adj-no</strong>) shopping; purchased goods</span>

<hr>

<ruby><rb>毎朝</rb><rt>まいあさ</rt></ruby><ruby><rb>買</rb><rt>か</rt></ruby>い<ruby><rb>物</rb><rt>もの</rt></ruby>をします。<br>
I go shopping every morning.

"
<ruby><rb>買</rb><rt>か</rt></ruby>う	"<ruby><rb>買</rb><rt>か</rt></ruby>う

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

かう<br>
<span style=""color:turquoise"">(<strong>v5u,vt</strong>) to buy</span>

<hr>

<ruby><rb>果物</rb><rt>くだもの</rt></ruby>をデパートで<ruby><rb>買</rb><rt>か</rt></ruby>いました。<br>
I bought fruits at the department store.

"
<ruby><rb>貸</rb><rt>か</rt></ruby>す	"<ruby><rb>貸</rb><rt>か</rt></ruby>す

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

かす<br>
<span style=""color:turquoise"">(<strong>v5s,vt</strong>) to lend</span>

<hr>

お<ruby><rb>金</rb><rt>かね</rt></ruby>を<ruby><rb>貸</rb><rt>か</rt></ruby>してください。<br>
Please lend me some money.

"
<ruby><rb>貼</rb><rt>は</rt></ruby>る	"<ruby><rb>貼</rb><rt>は</rt></ruby>る

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

はる<br>
<span style=""color:turquoise"">(<strong>v5r,vt</strong>) to stick; to paste</span>

<hr>

その<ruby><rb>封筒</rb><rt>ふうとう</rt></ruby>に<ruby><rb>切手</rb><rt>きって</rt></ruby>を<ruby><rb>貼</rb><rt>は</rt></ruby>りましたか？<br>
Did you put a stamp on the envelope?

"
<ruby><rb>賑</rb><rt>にぎ</rt></ruby>やか	"<ruby><rb>賑</rb><rt>にぎ</rt></ruby>やか

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

にぎやか<br>
<span style=""color:turquoise"">(<strong>adj-na</strong>) bustling; lively</span>

<hr>

<ruby><rb>賑</rb><rt>にぎ</rt></ruby>やかなパーティーでした。<br>
It was a lively party.

"
<ruby><rb>質問</rb><rt>しつもん</rt></ruby>	"<ruby><rb>質問</rb><rt>しつもん</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

しつもん<br>
<span style=""color:turquoise"">(<strong>n,vs,adj-no</strong>) question; inquiry</span>

<hr>

<ruby><rb>先生</rb><rt>せんせい</rt></ruby>に<ruby><rb>質問</rb><rt>しつもん</rt></ruby>を<ruby><rb>聞</rb><rt>き</rt></ruby>きました。<br>
I asked the teacher a question.

"
<ruby><rb>赤</rb><rt>あか</rt></ruby>	"<ruby><rb>赤</rb><rt>あか</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

あか<br>
<span style=""color:turquoise"">(<strong>n</strong>) red; crimson; scarlet</span>

<hr>

<ruby><rb>信号</rb><rt>しんごう</rt></ruby>は<ruby><rb>赤</rb><rt>あか</rt></ruby>です。<br>
The traffic light is red.

"
<ruby><rb>赤</rb><rt>あか</rt></ruby>い	"<ruby><rb>赤</rb><rt>あか</rt></ruby>い

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

あかい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) red</span>

<hr>

<ruby><rb>彼女</rb><rt>かのじょ</rt></ruby>は<ruby><rb>赤</rb><rt>あか</rt></ruby>くなった。<br>
She turned red (blushed).

"
<ruby><rb>走</rb><rt>はし</rt></ruby>る	"<ruby><rb>走</rb><rt>はし</rt></ruby>る

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

はしる<br>
<span style=""color:turquoise"">(<strong>v5r,vi</strong>) to run</span>

<hr>

<ruby><rb>木曜日</rb><rt>もくようび</rt></ruby>に20キロを<ruby><rb>走</rb><rt>はし</rt></ruby>りました。<br>
I ran 20 kilometers on Thursday.

"
<ruby><rb>起</rb><rt>お</rt></ruby>きる	"<ruby><rb>起</rb><rt>お</rt></ruby>きる

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

おきる<br>
<span style=""color:turquoise"">(<strong>v1,vi</strong>) to get up; to wake up</span>

<hr>

<ruby><rb>起</rb><rt>お</rt></ruby>きろ！<br>
Get up.

"
<ruby><rb>足</rb><rt>あし</rt></ruby>	"<ruby><rb>足</rb><rt>あし</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

あし<br>
<span style=""color:turquoise"">(<strong>n</strong>) foot | leg</span>

<hr>

あなたの<ruby><rb>足</rb><rt>あし</rt></ruby>より<ruby><rb>私</rb><rt>わたし</rt></ruby>の<ruby><rb>足</rb><rt>あし</rt></ruby>が<ruby><rb>小</rb><rt>ちい</rt></ruby>さいです。<br>
My feet are smaller than your feet.

"
<ruby><rb>車</rb><rt>くるま</rt></ruby>	"<ruby><rb>車</rb><rt>くるま</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

くるま<br>
<span style=""color:turquoise"">(<strong>n</strong>) car; automobile</span>

<hr>

<ruby><rb>車</rb><rt>くるま</rt></ruby>で<ruby><rb>病院</rb><rt>びょういん</rt></ruby>に<ruby><rb>行</rb><rt>い</rt></ruby>きました。<br>
I went to the hospital by car.

"
<ruby><rb>軽</rb><rt>かる</rt></ruby>い	"<ruby><rb>軽</rb><rt>かる</rt></ruby>い

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

かるい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) light (i.e. not heavy)</span>

<hr>

この<ruby><rb>椅子</rb><rt>いす</rt></ruby>は<ruby><rb>軽</rb><rt>かる</rt></ruby>い。<br>
This chair is light.

"
<ruby><rb>辛</rb><rt>から</rt></ruby>い	"<ruby><rb>辛</rb><rt>から</rt></ruby>い

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

からい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) spicy; hot | salty</span>

<hr>

このチリソースが<ruby><rb>辛</rb><rt>つら</rt></ruby>い。<br>
This chili sauce is spicy.

"
<ruby><rb>辞書</rb><rt>じしょ</rt></ruby>	"<ruby><rb>辞書</rb><rt>じしょ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

じしょ<br>
<span style=""color:turquoise"">(<strong>n</strong>) dictionary</span>

<hr>

この<ruby><rb>辞書</rb><rt>じしょ</rt></ruby>はあの<ruby><rb>辞書</rb><rt>じしょ</rt></ruby>と<ruby><rb>同</rb><rt>おな</rt></ruby>じくらい<ruby><rb>役</rb><rt>やく</rt></ruby>に<ruby><rb>立</rb><rt>た</rt></ruby>つ。<br>
This dictionary is about as useful as that one.

"
<ruby><rb>辺</rb><rt>へん</rt></ruby>	"<ruby><rb>辺</rb><rt>へん</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

へん<br>
<span style=""color:turquoise"">(<strong>n</strong>) area; vicinity</span>

<hr>

その<ruby><rb>辺</rb><rt>へん</rt></ruby>にホチキスがありますか？<br>
Is there a stapler around there?

"
<ruby><rb>近</rb><rt>ちか</rt></ruby>い	"<ruby><rb>近</rb><rt>ちか</rt></ruby>い

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ちかい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) near; close</span>

<hr>

<ruby><rb>近</rb><rt>ちか</rt></ruby>いうちにまたお<ruby><rb>会</rb><rt>あ</rt></ruby>いしましょう。<br>
Let's meet again soon.

"
<ruby><rb>近</rb><rt>ちか</rt></ruby>く	"<ruby><rb>近</rb><rt>ちか</rt></ruby>く

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ちかく<br>
<span style=""color:turquoise"">(<strong>n,adj-no,n-adv</strong>) near</span>

<hr>

<ruby><rb>近</rb><rt>ちか</rt></ruby>くに<ruby><rb>病院</rb><rt>びょういん</rt></ruby>がある。<br>
There is a hospital nearby.

"
<ruby><rb>返</rb><rt>かえ</rt></ruby>す	"<ruby><rb>返</rb><rt>かえ</rt></ruby>す

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

かえす<br>
<span style=""color:turquoise"">(<strong>v5s,vt</strong>) to return (something)</span>

<hr>

<ruby><rb>明日</rb><rt>あした</rt></ruby>までに<ruby><rb>本</rb><rt>ほん</rt></ruby>を<ruby><rb>返</rb><rt>かえ</rt></ruby>さなければならない。<br>
I must return the book by tomorrow.

"
<ruby><rb>速</rb><rt>はや</rt></ruby>い	"<ruby><rb>速</rb><rt>はや</rt></ruby>い

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

はやい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) fast; quick</span>

<hr>

ジョンはいつも<ruby><rb>食</rb><rt>た</rt></ruby>べるのは<ruby><rb>速</rb><rt>はや</rt></ruby>いです。<br>
John always eats quickly.

"
<ruby><rb>遅</rb><rt>おそ</rt></ruby>い	"<ruby><rb>遅</rb><rt>おそ</rt></ruby>い

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

おそい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) slow | late (e.g. ""late at night"")</span>

<hr>

<ruby><rb>遅</rb><rt>おそ</rt></ruby>くなります。<br>
I'll be late.

"
<ruby><rb>遊</rb><rt>あそ</rt></ruby>ぶ	"<ruby><rb>遊</rb><rt>あそ</rt></ruby>ぶ

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

あそぶ<br>
<span style=""color:turquoise"">(<strong>v5b,vi</strong>) to play; to have a good time</span>

<hr>

<ruby><rb>彼</rb><rt>かれ</rt></ruby>は<ruby><rb>公園</rb><rt>こうえん</rt></ruby>で<ruby><rb>遊</rb><rt>あそ</rt></ruby>びました。<br>
He played at the park.

"
<ruby><rb>道</rb><rt>みち</rt></ruby>	"<ruby><rb>道</rb><rt>みち</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

みち<br>
<span style=""color:turquoise"">(<strong>n</strong>) road; street</span>

<hr>

<ruby><rb>道</rb><rt>みち</rt></ruby>を<ruby><rb>渡</rb><rt>わた</rt></ruby>ろう。<br>
Let's cross the street.

"
<ruby><rb>違</rb><rt>ちが</rt></ruby>う	"<ruby><rb>違</rb><rt>ちが</rt></ruby>う

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ちがう<br>
<span style=""color:turquoise"">(<strong>v5u,vi</strong>) to differ (from)</span>

<hr>

<ruby><rb>大</rb><rt>おお</rt></ruby>きさが<ruby><rb>同</rb><rt>おな</rt></ruby>じですが、<ruby><rb>色</rb><rt>いろ</rt></ruby>は<ruby><rb>違</rb><rt>ちが</rt></ruby>います。<br>
The size is the same, but the color is different.

"
<ruby><rb>遠</rb><rt>とお</rt></ruby>い	"<ruby><rb>遠</rb><rt>とお</rt></ruby>い

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

とおい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) far; distant</span>

<hr>

<ruby><rb>駅</rb><rt>えき</rt></ruby>はここから<ruby><rb>遠</rb><rt>とお</rt></ruby>い。<br>
The station is far from here.

"
<ruby><rb>部屋</rb><rt>へや</rt></ruby>	"<ruby><rb>部屋</rb><rt>へや</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

へや<br>
<span style=""color:turquoise"">(<strong>n</strong>) room</span>

<hr>

<ruby><rb>後</rb><rt>あと</rt></ruby>で<ruby><rb>部屋</rb><rt>へや</rt></ruby>を<ruby><rb>片</rb><rt>かた</rt></ruby>づけます。<br>
I'll clean the room up later.

"
<ruby><rb>郵便局</rb><rt>ゆうびんきょく</rt></ruby>	"<ruby><rb>郵便局</rb><rt>ゆうびんきょく</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ゆうびんきょく<br>
<span style=""color:turquoise"">(<strong>n</strong>) post office</span>

<hr>

<ruby><rb>郵便局</rb><rt>ゆうびんきょく</rt></ruby>は<ruby><rb>図書館</rb><rt>としょかん</rt></ruby>の<ruby><rb>隣</rb><rt>となり</rt></ruby>にある。<br>
The post office is next to the library.

"
<ruby><rb>酒</rb><rt>さけ</rt></ruby>	"<ruby><rb>酒</rb><rt>さけ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

さけ<br>
<span style=""color:turquoise"">(<strong>n</strong>) alcohol; sake</span>

<hr>

<ruby><rb>昨日</rb><rt>きのう</rt></ruby><ruby><rb>酒</rb><rt>さけ</rt></ruby>を<ruby><rb>飲</rb><rt>の</rt></ruby>み<ruby><rb>過</rb><rt>す</rt></ruby>ぎました。<br>
I drank too much alcohol yesterday.

"
<ruby><rb>醤油</rb><rt>しょうゆ</rt></ruby>	"<ruby><rb>醤油</rb><rt>しょうゆ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

しょうゆ<br>
<span style=""color:turquoise"">(<strong>n</strong>) soy sauce; shoyu</span>

<hr>

<ruby><rb>醤油</rb><rt>しょうゆ</rt></ruby>をかけて、<ruby><rb>食</rb><rt>た</rt></ruby>べた。<br>
I put shoyu on it and ate it.

"
<ruby><rb>重</rb><rt>おも</rt></ruby>い	"<ruby><rb>重</rb><rt>おも</rt></ruby>い

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

おもい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) heavy; weighty</span>

<hr>

この<ruby><rb>本</rb><rt>ほん</rt></ruby>は<ruby><rb>重</rb><rt>おも</rt></ruby>い。<br>
This book is heavy.

"
<ruby><rb>野菜</rb><rt>やさい</rt></ruby>	"<ruby><rb>野菜</rb><rt>やさい</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

やさい<br>
<span style=""color:turquoise"">(<strong>n,adj-no</strong>) vegetable</span>

<hr>

<ruby><rb>家</rb><rt>いえ</rt></ruby>の<ruby><rb>子供</rb><rt>こども</rt></ruby>は<ruby><rb>野菜</rb><rt>やさい</rt></ruby>が<ruby><rb>嫌</rb><rt>きら</rt></ruby>いです。<br>
Our child doesn't like vegetables

"
